Frase,Gabarito (Gold),Claude_sonnet5,respostaGrok4.0Fast,respostasGemini3.1Pro,respostas_gpt5.5_mini
"O ensino de o catalão é obrigatório em todas as escolas, mas é possível usar o espanhol para estudar em o sistema de ensino público de a Catalunha em duas situações, se o professor designado para uma turma optar por usar o espanhol ou durante o processo de aprendizagem de um ou mais alunos.","O ensino de o catalão → é → obrigatório em todas as escolas
O ensino de o catalão → é obrigatório em → todas as escolas",✓ O ensino do catalão → é → obrigatório em todas as escolas,✓✓ O ensino de o catalão → é obrigatório em → todas as escolas,(nenhuma extração),"✓✓ O ensino de o catalão → é obrigatório em → todas as escolas
✗ é possível usar o espanhol → para estudar em → o sistema de ensino público da Catalunha"
"Uma definição operacional ampla às vezes é usada para abranger a complexidade desses fenômenos diversos, onde um gene é definido como uma união de sequências genômicas que codificam um conjunto coerente de produtos funcionais potencialmente sobrepostos.",⚠ Uma definição operacional ampla → é → usada para abranger a complexidade desses fenômenos diversos,"✗ Uma definição operacional ampla → às vezes é usada para abranger → a complexidade desses fenômenos diversos
✗ um gene → é definido, na definição operacional ampla, como → uma união de sequências genômicas que codificam um conjunto coerente de produtos funcionais potencialmente sobrepostos",✗ um gene → é definido como → uma união de sequências genômicas,(nenhuma extração),"✗ Uma definição operacional ampla → às vezes é usada para abranger → a complexidade desses fenômenos diversos
✗ um gene → é definido como → uma união de sequências genômicas
✗ uma união de sequências genômicas → codificam → um conjunto coerente de produtos funcionais potencialmente sobrepostos"
"A inteligibilidade mútua entre dialetos é muito alta, com estimativas variando de 90 % a 95 %.",A inteligibilidade mútua entre dialetos → é → muito alta,"✓✓ A inteligibilidade mútua entre dialetos → é → muito alta
✗ as estimativas da inteligibilidade mútua entre dialetos → variam de → 90% a 95%",✗ A inteligibilidade mútua entre dialetos → é muito alta → ,(nenhuma extração),"✓✓ A inteligibilidade mútua entre dialetos → é → muito alta
✗ estimativas → variam de → 90 % a 95 %"
"Em Alghero, o IEC adaptou seu padrão a o dialeto Alguerese.",o IEC → adaptou → seu padrão a o dialeto Alguerese,"✗ o IEC → adaptou seu padrão a → o dialeto Alguerese
✗ o IEC → adaptou seu padrão ao dialeto Alguerese em → Alghero",✓✓ o IEC → adaptou → seu padrão a o dialeto Alguerese,(nenhuma extração),✗ o IEC → adaptou seu padrão a → o dialeto Alguerese
"A partir de o século XVI, a literatura catalã sofreu um declínio, a língua ficou sob a influência de o espanhol e as aulas de urbano e literário tornaram-se bilíngues.","a literatura catalã → sofreu → um declínio
a língua → ficou sob → a influência de o espanhol","✓✓ a literatura catalã → sofreu → um declínio
✗ a literatura catalã → sofreu um declínio a partir de → o século XVI
✓ a língua → ficou sob → a influência do espanhol
✗ as aulas de urbano e literário → tornaram-se → bilíngues",✗ a literatura catalã → sofreu um declínio → ,(nenhuma extração),"✓✓ a literatura catalã → sofreu → um declínio
✗ a língua → ficou sob a influência de → o espanhol
✗ as aulas de urbano e literário → tornaram-se → bilíngues"
Catalão Central é considerada a pronúncia padrão de o idioma.,"⚠ Catalão Central → é → considerada a pronúncia padrão de o idioma
Catalão Central → é considerada → a pronúncia padrão de o idioma",✓ Catalão Central → é considerada → a pronúncia padrão do idioma,✓✓ Catalão Central → é considerada → a pronúncia padrão de o idioma,(nenhuma extração),✓✓ Catalão Central → é considerada → a pronúncia padrão de o idioma
"Equipe principal de alguns de os jogadores mais conceituados de a AFL, incluindo George LaFrance e Gary e Alvin Rettig, além de ser uma segunda chance de carreira para o quarterback Art Schlichter, o Drive jogava regularmente antes de lotar o estádio Joe Louis Arena, e foi a o ArenaBowl todos os anos de sua existência (1988-1993).","⚠ o Drive → jogava → regularmente antes de lotar o estádio Joe Louis Arena
o Drive → jogava regularmente antes de → lotar o estádio Joe Louis Arena","✗ o Drive → era a equipe principal de → alguns dos jogadores mais conceituados da AFL
✗ os jogadores mais conceituados da AFL no Drive → incluíam → George LaFrance
✗ os jogadores mais conceituados da AFL no Drive → incluíam → Gary Rettig
✗ os jogadores mais conceituados da AFL no Drive → incluíam → Alvin Rettig
✗ o Drive → era uma segunda chance de carreira para → o quarterback Art Schlichter
✓ o Drive → jogava regularmente antes de lotar → o estádio Joe Louis Arena
✗ o Drive → foi a → o ArenaBowl todos os anos de sua existência (1988-1993)",(nenhuma extração),(nenhuma extração),"✗ o Drive → era a equipe principal de → alguns de os jogadores mais conceituados de a AFL, incluindo George LaFrance e Gary e Alvin Rettig
✗ o Drive → era → uma segunda chance de carreira para o quarterback Art Schlichter
✗ o Drive → jogava regularmente → 
✗ o Drive → lotava → o estádio Joe Louis Arena
✗ o Drive → foi ao → ArenaBowl todos os anos de sua existência (1988-1993)"
"Nos eucariotos, a transcrição ocorre em o núcleo, onde o DNA de a célula é armazenado.","a transcrição → ocorre em → o núcleo
⚠ o DNA de a célula → é → armazenado","✗ a transcrição → ocorre em, nos eucariotos, → o núcleo
✗ o DNA da célula → é armazenado em → o núcleo",✓✓ a transcrição → ocorre em → o núcleo,(nenhuma extração),"✓✓ a transcrição → ocorre em → o núcleo
✗ o DNA de a célula → é armazenado em → o núcleo"
"O início de a década de 1990 marcou o abrandamento de o R&B urbano, a o mesmo tempo em que o rock alternativo surgiu e o pop tradicional teve um ressurgimento significativo.",O início de a década de 1990 → marcou → o abrandamento de o R&B urbano,"✓ O início da década de 1990 → marcou → o abrandamento do R&B urbano
✗ o rock alternativo → surgiu em → o início da década de 1990
✗ o pop tradicional → teve → um ressurgimento significativo",(nenhuma extração),(nenhuma extração),"✓✓ O início de a década de 1990 → marcou → o abrandamento de o R&B urbano
✗ o rock alternativo → surgiu → 
✗ o pop tradicional → teve → um ressurgimento significativo"
"Desde meados de os anos 2000, a incorporação de bandas como Wilco e Feist levou o rock indiano a a conversa contemporânea adulta.","⚠ a incorporação de bandas como Wilco e Feist → levou → o rock indiano a a conversa contemporânea adulta
a incorporação de bandas como Wilco e Feist → levou o rock indiano a → a conversa contemporânea adulta","✗ a incorporação de bandas como Wilco e Feist → levou → o rock indiano
✓✓ a incorporação de bandas como Wilco e Feist → levou o rock indiano a → a conversa contemporânea adulta
✗ a incorporação de bandas como Wilco e Feist → ocorreu desde → meados dos anos 2000",✗ o rock indiano → levou a → a conversa contemporânea adulta,(nenhuma extração),"✗ a incorporação de bandas como Wilco e Feist → levou → o rock indiano
✗ a incorporação de bandas como Wilco e Feist → levou a → a conversa contemporânea adulta"
"Denominado o equivalente acústico a o Prozac, contemporâneo adulto suave, uma versão mais voltada para adultos de o AC, nasceu em o final de a década de 1970 e cresceu em o início de os anos 80.",⚠ o equivalente acústico a o Prozac → nasceu em → o final de a década de 1970,"✗ contemporâneo adulto suave → é denominado → o equivalente acústico ao Prozac
✗ contemporâneo adulto suave → é → uma versão mais voltada para adultos do AC
✗ contemporâneo adulto suave → nasceu em → o final da década de 1970
✗ contemporâneo adulto suave → cresceu em → o início dos anos 80",(nenhuma extração),(nenhuma extração),"✗ contemporâneo adulto suave → é denominado → o equivalente acústico a o Prozac
✗ contemporâneo adulto suave → é → uma versão mais voltada para adultos de o AC
✗ contemporâneo adulto suave → nasceu em → o final de a década de 1970
✗ contemporâneo adulto suave → cresceu em → o início de os anos 80"
"Desde 1560, em o entanto, o edifício não é mais uma abadia nem uma catedral, tendo o status de Igreja de a Inglaterra Peculiar Real - uma igreja responsável diretamente por o soberano.",o edifício → não é → mais uma abadia,"✗ o edifício → não é mais, desde 1560, → uma abadia
✗ o edifício → não é mais, desde 1560, → uma catedral
✗ o edifício → tem → o status de Igreja da Inglaterra Peculiar Real
✗ uma Igreja da Inglaterra Peculiar Real → é → uma igreja responsável diretamente pelo soberano",✗ o edifício → não é mais → uma abadia nem uma catedral,(nenhuma extração),"✓ o edifício → não é mais → uma abadia
✗ o edifício → não é mais → uma catedral
✗ o edifício → tem o status de → Igreja de a Inglaterra Peculiar Real
✗ Igreja de a Inglaterra Peculiar Real → é responsável diretamente por → o soberano"
"Henrique III reconstruiu a abadia em homenagem a um santo real, Eduardo, o Confessor, cujas relíquias foram colocadas em um santuário em o santuário.","⚠ Henrique III → reconstruiu → a abadia em homenagem a um santo real
⚠ relíquias → foram → colocadas em um santuário
⚠ relíquias → foram colocadas em → um santuário","✗ Henrique III → reconstruiu → a abadia
✗ Henrique III → reconstruiu a abadia em homenagem a → um santo real, Eduardo, o Confessor
✗ as relíquias de Eduardo, o Confessor → foram colocadas em → um santuário no santuário",✗ Henrique III → reconstruiu → a abadia,(nenhuma extração),"✗ Henrique III → reconstruiu → a abadia
✗ Henrique III → reconstruiu em homenagem a → um santo real
✗ Eduardo, o Confessor → é → um santo real
✗ as relíquias de Eduardo, o Confessor → foram colocadas em → um santuário"
"A Abadia de Westminster, formalmente denominada Igreja Colegiada de São Pedro em Westminster, é uma grande igreja de a abadia, principalmente gótica, em a Cidade de Westminster, Londres, localizada a oeste de o Palácio de Westminster.",A Abadia de Westminster → é → uma grande igreja de a abadia,"✗ A Abadia de Westminster → é formalmente denominada → Igreja Colegiada de São Pedro em Westminster
✗ A Abadia de Westminster → é → uma grande igreja da abadia, principalmente gótica
✗ A Abadia de Westminster → está em → a Cidade de Westminster, Londres
✗ A Abadia de Westminster → está localizada a oeste de → o Palácio de Westminster",✓✓ A Abadia de Westminster → é → uma grande igreja de a abadia,(nenhuma extração),"✗ A Abadia de Westminster → é formalmente denominada → Igreja Colegiada de São Pedro em Westminster
✗ A Abadia de Westminster → é → uma grande igreja da abadia, principalmente gótica
✗ A Abadia de Westminster → está em → a Cidade de Westminster, Londres
✗ A Abadia de Westminster → está localizada a oeste de → o Palácio de Westminster"
"Uma parte de o instrumento, o órgão celestial, não está atualmente conectada ou reproduzível.",⚠ Uma parte de o instrumento → não está → atualmente conectada ou reproduzível,"✗ o órgão celestial → é → uma parte do instrumento
✗ o órgão celestial → não está atualmente → conectado ou reproduzível",✗ o órgão celestial → não está atualmente → conectada ou reproduzível,(nenhuma extração),"✗ o órgão celestial → é → uma parte de o instrumento
✗ o órgão celestial → não está atualmente conectada → 
✗ o órgão celestial → não está atualmente reproduzível → "
"Atualmente, o nome completo de o governo de Nanjing é Governo Popular de a Cidade de Nanjing e a cidade está sujeita a o regime de partido único de o CPC, com o Secretário de o Comitê de o CPC Nanjing como governador de fato de a cidade e de o prefeito como chefe executivo de o governo que trabalha sob o secretário.","o nome completo de o governo de Nanjing → é → Governo Popular de a Cidade de Nanjing
⚠ a Cidade → está → sujeita a o regime de partido único de o CPC
a Cidade → está sujeita a → o regime de partido único de o CPC","✗ o nome completo do governo de Nanjing → é atualmente → Governo Popular da Cidade de Nanjing
✗ a cidade de Nanjing → está sujeita a → o regime de partido único do CPC
✗ o Secretário do Comitê do CPC Nanjing → atua como → governador de fato da cidade
✗ o prefeito de Nanjing → atua como → chefe executivo do governo
✗ o prefeito de Nanjing → trabalha sob → o secretário",(nenhuma extração),(nenhuma extração),"✓✓ o nome completo de o governo de Nanjing → é → Governo Popular de a Cidade de Nanjing
✓✓ a cidade → está sujeita a → o regime de partido único de o CPC
✗ o Secretário de o Comitê de o CPC Nanjing → é governador de fato de → a cidade
✗ o prefeito → é chefe executivo de → o governo
✗ o governo → trabalha sob → o secretário"
"Na fronteira ocidental, fica a Província de Anhui, onde Nanjing faz fronteira com cinco cidades em o nível de a prefeitura, Chuzhou a noroeste, Wuhu, Chaohu e Maanshan a oeste e Xuancheng a sudoeste.","⚠ Nanjing → faz → fronteira com cinco cidades em o nível de a prefeitura
Nanjing → faz fronteira com → cinco cidades em o nível de a prefeitura","✗ a Província de Anhui → fica em → a fronteira ocidental
✓ Nanjing → faz fronteira com → cinco cidades em nível de prefeitura
✗ Nanjing → faz fronteira a noroeste com → Chuzhou
✗ Nanjing → faz fronteira a oeste com → Wuhu
✗ Nanjing → faz fronteira a oeste com → Chaohu
✗ Nanjing → faz fronteira a oeste com → Maanshan
✗ Nanjing → faz fronteira a sudoeste com → Xuancheng",✓✓ Nanjing → faz fronteira com → cinco cidades em o nível de a prefeitura,(nenhuma extração),"✓✓ Nanjing → faz fronteira com → cinco cidades em o nível de a prefeitura
✗ Nanjing → faz fronteira com → Chuzhou a noroeste
✗ Nanjing → faz fronteira com → Wuhu, Chaohu e Maanshan a oeste
✗ Nanjing → faz fronteira com → Xuancheng a sudoeste"
"Hoje, com uma longa tradição cultural e forte apoio de instituições educacionais locais, Nanjing é comumente vista como uma cidade de a cultura e uma de as cidades mais agradáveis para se viver em a China.","⚠ Nanjing → é → comumente vista como uma cidade de a cultura
Nanjing → é comumente vista como → uma cidade de a cultura","✗ Nanjing → tem → uma longa tradição cultural
✗ Nanjing → tem → forte apoio de instituições educacionais locais
✓ Nanjing → é comumente vista como → uma cidade da cultura
✗ Nanjing → é comumente vista como → uma das cidades mais agradáveis para se viver na China",✓✓ Nanjing → é comumente vista como → uma cidade de a cultura,(nenhuma extração),"✓✓ Nanjing → é comumente vista como → uma cidade de a cultura
✗ Nanjing → é comumente vista como → uma de as cidades mais agradáveis para se viver em a China"
"A Ópera Kun em a província de Jiangsu é um de os melhores teatros de Kunqu, a mais antiga arte de palco de a China.",A Ópera Kun em a província de Jiangsu → é → um de os melhores teatros de Kunqu,"✓ A Ópera Kun na província de Jiangsu → é → um dos melhores teatros de Kunqu
✗ Kunqu → é → a mais antiga arte de palco da China",✓✓ A Ópera Kun em a província de Jiangsu → é → um de os melhores teatros de Kunqu,(nenhuma extração),"✓✓ A Ópera Kun em a província de Jiangsu → é → um de os melhores teatros de Kunqu
✗ Kunqu → é → a mais antiga arte de palco de a China"
"E as pessoas são até chamadas de Nanjing rabanete grande, o que significa que não são sofisticadas, apaixonadas e conservadoras.","⚠ as pessoas → são até → chamadas de Nanjing rabanete grande
⚠ as pessoas → são → chamadas de Nanjing rabanete grande","✗ as pessoas de Nanjing → são chamadas de → rabanete grande
✗ rabanete grande → significa que as pessoas → não são sofisticadas
✗ rabanete grande → significa que as pessoas são → apaixonadas
✗ rabanete grande → significa que as pessoas são → conservadoras",✗ as pessoas → são até chamadas de → Nanjing rabanete grande,(nenhuma extração),"✗ as pessoas → são até chamadas de → Nanjing rabanete grande
✗ Nanjing rabanete grande → significa que → não são sofisticadas, apaixonadas e conservadoras"
"E as pessoas são até chamadas de rabanete grande de Nanjing, o que significa que são não-sofisticadas, emotivas e conservadoras.",as pessoas → são até chamadas de → rabanete grande de Nanjing,"✗ as pessoas de Nanjing → são chamadas de → rabanete grande
✗ rabanete grande → significa que as pessoas são → não-sofisticadas
✗ rabanete grande → significa que as pessoas são → emotivas
✗ rabanete grande → significa que as pessoas são → conservadoras",✓✓ as pessoas → são até chamadas de → rabanete grande de Nanjing,(nenhuma extração),"✓✓ as pessoas → são até chamadas de → rabanete grande de Nanjing
✗ rabanete grande de Nanjing → significa que → são não-sofisticadas, emotivas e conservadoras"
"Uma de as fontes mais interessantes é a Kindlifresserbrunnen (alemão de Bernese fonte de comensal de as crianças, mas muitas vezes traduzida como fonte de ogro), que se afirma representar um judeu, o deus grego Chronos ou uma figura Fastnacht que assusta crianças desobedientes.",Uma de as fontes mais interessantes → é → a Kindlifresserbrunnen,"✓ Uma das fontes mais interessantes → é → a Kindlifresserbrunnen
✗ a Kindlifresserbrunnen → é muitas vezes traduzida como → fonte de ogro
✗ a Kindlifresserbrunnen → afirma-se que representa → um judeu
✗ a Kindlifresserbrunnen → afirma-se que representa → o deus grego Chronos
✗ a Kindlifresserbrunnen → afirma-se que representa → uma figura Fastnacht que assusta crianças desobedientes",✗ a Kindlifresserbrunnen → se afirma representar → um judeu,(nenhuma extração),"✓✓ Uma de as fontes mais interessantes → é → a Kindlifresserbrunnen
✗ a Kindlifresserbrunnen → é muitas vezes traduzida como → fonte de ogro
✗ a Kindlifresserbrunnen → se afirma representar → um judeu
✗ a Kindlifresserbrunnen → se afirma representar → o deus grego Chronos
✗ a Kindlifresserbrunnen → se afirma representar → uma figura Fastnacht que assusta crianças desobedientes"
"Berna também é a capital de o Cantão de Berna, o segundo mais populoso de os cantões de a Suíça.",Berna → também é → a capital de o Cantão de Berna,"✓ Berna → também é → a capital do Cantão de Berna
✗ o Cantão de Berna → é → o segundo mais populoso dos cantões da Suíça",✗ Berna → é → a capital de o Cantão de Berna,(nenhuma extração),"✗ Berna → é → a capital de o Cantão de Berna
✗ o Cantão de Berna → é → o segundo mais populoso de os cantões de a Suíça"
"O funicular de Marzilibahn é, com 106 m de comprimento, a segunda ferrovia pública mais curta de a Europa depois de o Teleférico de Zagreb.",O funicular de Marzilibahn → é → a segunda ferrovia pública mais curta de a Europa,"✗ O funicular de Marzilibahn → tem → 106 m de comprimento
✓ O funicular de Marzilibahn → é → a segunda ferrovia pública mais curta da Europa depois do Teleférico de Zagreb",✓✓ O funicular de Marzilibahn → é → a segunda ferrovia pública mais curta de a Europa,"✓✓ O funicular de Marzilibahn → é → a segunda ferrovia pública mais curta de a Europa
✗ O funicular de Marzilibahn → tem de comprimento → 106 m","✓✓ O funicular de Marzilibahn → é → a segunda ferrovia pública mais curta de a Europa
✗ O funicular de Marzilibahn → tem → 106 m de comprimento
✗ O funicular de Marzilibahn → é depois de → o Teleférico de Zagreb"
"Em maio de 2008, os Arquivos Nacionais anunciaram um contrato de cinco anos para digitalizar os registros selecionados, incluindo a Coleção Federal de o Censo Federal de os EUA, de 1790 a 1930, as listas de passageiros de 1820 a 1960 e os rascunhos de os cartões de registro de a Primeira e de a Segunda Guerra Mundial.",os Arquivos Nacionais → anunciaram → um contrato de cinco anos para digitalizar os registros selecionados,"✓✓ os Arquivos Nacionais → anunciaram → um contrato de cinco anos para digitalizar os registros selecionados
✗ os Arquivos Nacionais → anunciaram o contrato em → maio de 2008
✗ os registros selecionados → incluem → a Coleção Federal do Censo Federal dos EUA, de 1790 a 1930
✗ os registros selecionados → incluem → as listas de passageiros de 1820 a 1960
✗ os registros selecionados → incluem → os rascunhos dos cartões de registro da Primeira e da Segunda Guerra Mundial",✓✓ os Arquivos Nacionais → anunciaram → um contrato de cinco anos para digitalizar os registros selecionados,"✓✓ os Arquivos Nacionais → anunciaram → um contrato de cinco anos para digitalizar os registros selecionados
✗ os registros selecionados → incluem → a Coleção Federal de o Censo Federal de os EUA, de 1790 a 1930
✗ os registros selecionados → incluem → as listas de passageiros de 1820 a 1960
✗ os registros selecionados → incluem → os rascunhos de os cartões de registro de a Primeira e de a Segunda Guerra Mundial","✗ os Arquivos Nacionais → anunciaram → um contrato de cinco anos
✗ um contrato de cinco anos → para digitalizar → os registros selecionados
✗ os registros selecionados → incluem → a Coleção Federal de o Censo Federal de os EUA
✗ a Coleção Federal de o Censo Federal de os EUA → abrange → 1790 a 1930
✗ os registros selecionados → incluem → as listas de passageiros
✗ as listas de passageiros → abrangem → 1820 a 1960
✗ os registros selecionados → incluem → os rascunhos de os cartões de registro de a Primeira e de a Segunda Guerra Mundial"
"Em 16 de março de 2011, o cargueiro MS Oliva encalhou em a Ilha Nightingale, derramando toneladas de óleo combustível pesado em o oceano, deixando uma mancha de óleo ameaçando a população de a ilha de pinguins rockhopper.",o cargueiro MS Oliva → encalhou em → a Ilha Nightingale,"✓✓ o cargueiro MS Oliva → encalhou em → a Ilha Nightingale
✗ o cargueiro MS Oliva → encalhou na Ilha Nightingale em → 16 de março de 2011
✗ o cargueiro MS Oliva → derramou → toneladas de óleo combustível pesado no oceano
✗ a mancha de óleo → ameaçou → a população de pinguins rockhopper da ilha",✓✓ o cargueiro MS Oliva → encalhou em → a Ilha Nightingale,"✓✓ o cargueiro MS Oliva → encalhou em → a Ilha Nightingale
✗ o cargueiro MS Oliva → derramou em → o oceano
✗ o cargueiro MS Oliva → derramou → toneladas de óleo combustível pesado
✗ uma mancha de óleo → ameaça → a população de a ilha de pinguins rockhopper","✓✓ o cargueiro MS Oliva → encalhou em → a Ilha Nightingale
✗ o cargueiro MS Oliva → derramando → toneladas de óleo combustível pesado em o oceano
✗ o cargueiro MS Oliva → deixando → uma mancha de óleo
✗ uma mancha de óleo → ameaçando → a população de a ilha de pinguins rockhopper"
"A Ilha Nightingale não tem água fresca, então os pingüins foram transportados para Tristão de a Cunha para limpeza.",A Ilha Nightingale → não tem → água fresca,"✓✓ A Ilha Nightingale → não tem → água fresca
✗ os pingüins → foram transportados para → Tristão da Cunha
✗ os pingüins → foram transportados para Tristão da Cunha para → limpeza",✗ os pingüins → foram transportados para → Tristão de a Cunha,"✓✓ A Ilha Nightingale → não tem → água fresca
✗ os pingüins → foram transportados para → Tristão de a Cunha","✓✓ A Ilha Nightingale → não tem → água fresca
✗ os pingüins → foram transportados para → Tristão de a Cunha
✗ os pingüins → foram transportados para → limpeza"
"O primeiro colono permanente foi Jonathan Lambert, de Salem, Massachusetts, Estados Unidos, que chegou às ilhas em Dezembro de 1810 com dois outros homens.",O primeiro colono permanente → foi → Jonathan Lambert,"✓✓ O primeiro colono permanente → foi → Jonathan Lambert
✗ Jonathan Lambert → era de → Salem, Massachusetts, Estados Unidos
✗ Jonathan Lambert → chegou a → as ilhas
✗ Jonathan Lambert → chegou às ilhas em → Dezembro de 1810
✗ Jonathan Lambert → chegou às ilhas com → dois outros homens",✓✓ O primeiro colono permanente → foi → Jonathan Lambert,"✓✓ O primeiro colono permanente → foi → Jonathan Lambert
✗ Jonathan Lambert → é de → Salem
✗ Jonathan Lambert → chegou a → as ilhas
✗ Jonathan Lambert → chegou com → dois outros homens","✓✓ O primeiro colono permanente → foi → Jonathan Lambert
✗ Jonathan Lambert → é de → Salem, Massachusetts, Estados Unidos
✗ Jonathan Lambert → chegou às ilhas em → Dezembro de 1810
✗ Jonathan Lambert → chegou com → dois outros homens"
"Durante a Segunda Guerra Mundial, o Kansas foi uma de as 131 faculdades e universidades nacionais que participaram de o Programa de Treinamento V-12 Navy College, que ofereceu a os alunos o caminho para uma comissão de a Marinha.",o Kansas → foi → uma de as 131 faculdades e universidades nacionais que participaram de o Programa de Treinamento V-12 Navy College,"✓ o Kansas → foi → uma das 131 faculdades e universidades nacionais que participaram do Programa de Treinamento V-12 Navy College
✗ o Kansas → participou de, durante a Segunda Guerra Mundial, → o Programa de Treinamento V-12 Navy College
✗ o Programa de Treinamento V-12 Navy College → ofereceu aos alunos → o caminho para uma comissão da Marinha",(nenhuma extração),"✓✓ o Kansas → foi → uma de as 131 faculdades e universidades nacionais que participaram de o Programa de Treinamento V-12 Navy College
✗ o Kansas → foi → uma faculdade ou universidade nacional
✗ o Kansas → participou de → o Programa de Treinamento V-12 Navy College
✗ o Programa de Treinamento V-12 Navy College → ofereceu a → os alunos
✗ o Programa de Treinamento V-12 Navy College → ofereceu → o caminho para uma comissão de a Marinha","✗ o Kansas → foi → uma das 131 faculdades e universidades nacionais
✗ o Kansas → participou de → o Programa de Treinamento V-12 Navy College
✗ o Programa de Treinamento V-12 Navy College → ofereceu a → os alunos
✗ o Programa de Treinamento V-12 Navy College → ofereceu → o caminho para uma comissão da Marinha"
"A Escola de Negócios de a Universidade de o Kansas é uma escola pública de negócios localizada em o campus principal de a Universidade de o Kansas em Lawrence, Kansas.",A Escola de Negócios de a Universidade de o Kansas → é → uma escola pública de negócios,"✓ A Escola de Negócios da Universidade do Kansas → é → uma escola pública de negócios
✗ A Escola de Negócios da Universidade do Kansas → está localizada em → o campus principal da Universidade do Kansas
✗ o campus principal da Universidade do Kansas → está em → Lawrence, Kansas",✓✓ A Escola de Negócios de a Universidade de o Kansas → é → uma escola pública de negócios,"✓✓ A Escola de Negócios de a Universidade de o Kansas → é → uma escola pública de negócios
✗ A Escola de Negócios de a Universidade de o Kansas → está localizada em → o campus principal de a Universidade de o Kansas","✓ A Escola de Negócios da Universidade do Kansas → é → uma escola pública de negócios
✗ A Escola de Negócios da Universidade do Kansas → está localizada em → o campus principal da Universidade do Kansas
✗ A Escola de Negócios da Universidade do Kansas → está localizada em → Lawrence, Kansas"
"A Escola de Engenharia KU é uma escola pública de engenharia credenciada por a ABET, localizada em o campus principal.",A Escola de Engenharia KU → é → uma escola pública de engenharia credenciada por a ABET,"✓ A Escola de Engenharia KU → é → uma escola pública de engenharia
✗ A Escola de Engenharia KU → é credenciada por → a ABET
✗ A Escola de Engenharia KU → está localizada em → o campus principal",✓ A Escola de Engenharia KU → é → uma escola pública de engenharia,"✓ A Escola de Engenharia KU → é → uma escola pública de engenharia
✗ A Escola de Engenharia KU → é credenciada por → a ABET
✗ A Escola de Engenharia KU → está localizada em → o campus principal","✓ A Escola de Engenharia KU → é → uma escola pública de engenharia
✗ A Escola de Engenharia KU → é credenciada por → a ABET
✗ A Escola de Engenharia KU → está localizada em → o campus principal"
O departamento de computação acadêmica de a KU participou ativamente de a configuração de a Internet e é o desenvolvedor de o navegador de a Web baseado em texto de o Lynx.,"⚠ O departamento de computação acadêmica de a KU → participou → ativamente de a configuração de a Internet
O departamento de computação acadêmica de a KU → participou ativamente de → a configuração de a Internet","✓ O departamento de computação acadêmica da KU → participou ativamente de → a configuração da Internet
✗ O departamento de computação acadêmica da KU → é o desenvolvedor de → o navegador de Web baseado em texto Lynx",✓✓ O departamento de computação acadêmica de a KU → participou ativamente de → a configuração de a Internet,"✓ O departamento de computação acadêmica de a KU → participou de → a configuração de a Internet
✗ O departamento de computação acadêmica de a KU → é → o desenvolvedor de o navegador de a Web baseado em texto de o Lynx","✓ O departamento de computação acadêmica da KU → participou ativamente de → a configuração da Internet
✗ O departamento de computação acadêmica da KU → é → o desenvolvedor do navegador da Web baseado em texto Lynx"
A KU Endowment foi fundada em 1891 como a primeira fundação de a América para uma universidade pública,"⚠ A KU Endowment → foi → fundada em 1891
A KU Endowment → foi fundada em → 1891","✓✓ A KU Endowment → foi fundada em → 1891
✗ A KU Endowment → foi fundada como → a primeira fundação da América para uma universidade pública",✓✓ A KU Endowment → foi fundada em → 1891,"✗ A KU Endowment → foi fundada como → a primeira fundação de a América para uma universidade pública
✓✓ A KU Endowment → foi fundada em → 1891","✓✓ A KU Endowment → foi fundada em → 1891
✗ A KU Endowment → foi fundada como → a primeira fundação da América para uma universidade pública"
Algumas formas de corrupção - agora chamadas de corrupção institucional - são diferenciadas de suborno e outros tipos de óbvios ganhos pessoais.,"⚠ Algumas formas de corrupção → são → diferenciadas de suborno
Algumas formas de corrupção → são diferenciadas de → suborno","✗ Algumas formas de corrupção → agora são chamadas de → corrupção institucional
✓✓ Algumas formas de corrupção → são diferenciadas de → suborno
✗ Algumas formas de corrupção → são diferenciadas de → outros tipos de óbvios ganhos pessoais",✓✓ Algumas formas de corrupção → são diferenciadas de → suborno,"✗ Algumas formas de corrupção → são chamadas de → corrupção institucional
✓✓ Algumas formas de corrupção → são diferenciadas de → suborno
✗ Algumas formas de corrupção → são diferenciadas de → outros tipos de óbvios ganhos pessoais","✗ Algumas formas de corrupção → são chamadas de → corrupção institucional
✓✓ Algumas formas de corrupção → são diferenciadas de → suborno
✗ Algumas formas de corrupção → são diferenciadas de → outros tipos de óbvios ganhos pessoais"
"No caso de a África, um de os fatores para esse comportamento foi a instabilidade política e o fato de que novos governos frequentemente confiscaram corrupticamente o governo anterior.",um de os fatores para esse comportamento → foi → a instabilidade política,"✓ um dos fatores para esse comportamento na África → foi → a instabilidade política
✗ um dos fatores para esse comportamento na África → foi → o fato de que novos governos frequentemente confiscaram corruptamente o governo anterior",(nenhuma extração),"✓✓ um de os fatores para esse comportamento → foi → a instabilidade política
✗ um de os fatores para esse comportamento → foi → o fato de que novos governos frequentemente confiscaram corrupticamente o governo anterior
✗ novos governos → confiscaram → o governo anterior","✓✓ um de os fatores para esse comportamento → foi → a instabilidade política
✗ um de os fatores para esse comportamento → foi → o fato de que novos governos frequentemente confiscaram corrupticamente o governo anterior"
